The result is shown here.
In epoch 0, loss: 1.946, train acc: 0.291, val acc: 0.309 (best 0.309), test acc: 0.309 (best 0.309)
In epoch 5, loss: 1.945, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 10, loss: 1.943, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 15, loss: 1.942, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 20, loss: 1.939, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 25, loss: 1.936, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 30, loss: 1.931, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 35, loss: 1.926, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 40, loss: 1.918, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 45, loss: 1.907, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 50, loss: 1.894, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 55, loss: 1.877, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 60, loss: 1.861, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 65, loss: 1.846, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 70, loss: 1.831, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 75, loss: 1.810, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 80, loss: 1.784, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 85, loss: 1.751, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 90, loss: 1.714, train acc: 0.294, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 95, loss: 1.673, train acc: 0.296, val acc: 0.311 (best 0.311), test acc: 0.317 (best 0.317)
In epoch 100, loss: 1.632, train acc: 0.338, val acc: 0.327 (best 0.327), test acc: 0.376 (best 0.376)
In epoch 105, loss: 1.592, train acc: 0.398, val acc: 0.384 (best 0.384), test acc: 0.424 (best 0.424)
In epoch 110, loss: 1.555, train acc: 0.416, val acc: 0.414 (best 0.414), test acc: 0.431 (best 0.431)
In epoch 115, loss: 1.522, train acc: 0.420, val acc: 0.425 (best 0.427), test acc: 0.422 (best 0.422)
In epoch 120, loss: 1.494, train acc: 0.418, val acc: 0.429 (best 0.429), test acc: 0.424 (best 0.424)
In epoch 125, loss: 1.466, train acc: 0.435, val acc: 0.434 (best 0.434), test acc: 0.433 (best 0.433)
In epoch 130, loss: 1.441, train acc: 0.465, val acc: 0.481 (best 0.481), test acc: 0.448 (best 0.448)
In epoch 135, loss: 1.418, train acc: 0.483, val acc: 0.494 (best 0.494), test acc: 0.462 (best 0.462)
In epoch 140, loss: 1.398, train acc: 0.493, val acc: 0.499 (best 0.501), test acc: 0.464 (best 0.468)
In epoch 145, loss: 1.378, train acc: 0.498, val acc: 0.506 (best 0.506), test acc: 0.471 (best 0.471)
In epoch 150, loss: 1.360, train acc: 0.501, val acc: 0.514 (best 0.514), test acc: 0.471 (best 0.471)
In epoch 155, loss: 1.342, train acc: 0.511, val acc: 0.516 (best 0.516), test acc: 0.477 (best 0.477)
In epoch 160, loss: 1.324, train acc: 0.514, val acc: 0.523 (best 0.523), test acc: 0.481 (best 0.481)
In epoch 165, loss: 1.306, train acc: 0.515, val acc: 0.525 (best 0.525), test acc: 0.483 (best 0.483)
In epoch 170, loss: 1.286, train acc: 0.518, val acc: 0.527 (best 0.529), test acc: 0.492 (best 0.486)
In epoch 175, loss: 1.266, train acc: 0.522, val acc: 0.530 (best 0.530), test acc: 0.494 (best 0.494)
In epoch 180, loss: 1.244, train acc: 0.523, val acc: 0.529 (best 0.530), test acc: 0.497 (best 0.494)
In epoch 185, loss: 1.221, train acc: 0.527, val acc: 0.529 (best 0.530), test acc: 0.499 (best 0.494)
In epoch 190, loss: 1.198, train acc: 0.529, val acc: 0.530 (best 0.530), test acc: 0.503 (best 0.494)
In epoch 195, loss: 1.173, train acc: 0.530, val acc: 0.530 (best 0.530), test acc: 0.503 (best 0.494)
In epoch 200, loss: 1.148, train acc: 0.532, val acc: 0.527 (best 0.530), test acc: 0.505 (best 0.494)
In epoch 205, loss: 1.121, train acc: 0.599, val acc: 0.542 (best 0.542), test acc: 0.569 (best 0.569)
In epoch 210, loss: 1.093, train acc: 0.632, val acc: 0.560 (best 0.560), test acc: 0.613 (best 0.613)
In epoch 215, loss: 1.065, train acc: 0.645, val acc: 0.571 (best 0.571), test acc: 0.646 (best 0.646)
In epoch 220, loss: 1.036, train acc: 0.647, val acc: 0.571 (best 0.571), test acc: 0.650 (best 0.646)
In epoch 225, loss: 1.007, train acc: 0.652, val acc: 0.567 (best 0.573), test acc: 0.656 (best 0.652)
In epoch 230, loss: 0.980, train acc: 0.655, val acc: 0.579 (best 0.579), test acc: 0.665 (best 0.665)
In epoch 235, loss: 0.952, train acc: 0.674, val acc: 0.577 (best 0.579), test acc: 0.667 (best 0.665)
In epoch 240, loss: 0.925, train acc: 0.680, val acc: 0.591 (best 0.591), test acc: 0.683 (best 0.683)
In epoch 245, loss: 0.898, train acc: 0.687, val acc: 0.603 (best 0.603), test acc: 0.692 (best 0.692)
In epoch 250, loss: 0.872, train acc: 0.694, val acc: 0.601 (best 0.603), test acc: 0.698 (best 0.692)
In epoch 255, loss: 0.847, train acc: 0.707, val acc: 0.614 (best 0.614), test acc: 0.726 (best 0.726)
In epoch 260, loss: 0.821, train acc: 0.714, val acc: 0.627 (best 0.627), test acc: 0.729 (best 0.729)
In epoch 265, loss: 0.793, train acc: 0.720, val acc: 0.643 (best 0.643), test acc: 0.735 (best 0.735)
In epoch 270, loss: 0.763, train acc: 0.740, val acc: 0.652 (best 0.654), test acc: 0.742 (best 0.744)
In epoch 275, loss: 0.731, train acc: 0.753, val acc: 0.665 (best 0.665), test acc: 0.759 (best 0.753)
In epoch 280, loss: 0.697, train acc: 0.762, val acc: 0.671 (best 0.671), test acc: 0.757 (best 0.759)
In epoch 285, loss: 0.665, train acc: 0.775, val acc: 0.680 (best 0.680), test acc: 0.764 (best 0.764)
